page,level,name_zh,name_en,poisoning_chapter19,accidental,intentional_self_harm,undetermined_intent,treatment_adverse_effect
1579,0,胺碘苯丙酸钠(胆道造影剂),"Iopodate, sodium",T50.8,X44.-,X64.-,Y14.-,Y57.5
1579,0,胺碘酮[乙胺碘呋酮],Amiodarone,T46.2,X44.-,X64.-,Y14.-,Y52.2
1579,0,胺酸乙酯-现译名长春西丁,Vinpocetine,T46.7,X44.-,X64.-,Y14.-,Y52.7
1579,0,胺乙氧孕烷酮-现译名,Minaxolone,T41.2,X44.-,X64.-,Y14.-,Y48.2
1579,0,昂丹司琼[奥丹亚龙][恩丹西酮],Ondansetron,T45.0,X44.-,X64.-,Y14.-,Y43.0
1579,0,螯合剂NEC,Chelating agent NEC,T50.6,X44.-,X64.-,Y14.-,Y57.2
1579,0,奥布卡因(局部麻醉药),"Oxybuprocaine, Benoxinate",T41.3,X44.-,X64.-,Y14.-,Y48.3
1579,0,奥丹亚龙-现译名昂丹司琼,Ondansetron,T45.0,X44.-,X64.-,Y14.-,Y43.0
1579,0,奥芬那君(氢氯化物)(解痉药),Orphenadrine (hydrochloride),T42.8,X41.-,X61.-,Y11.-,Y46.7
1579,0,奥芬溴铵(抗胆碱能药),Oxyphenonium bromide,T44.3,X43.-,X63.-,Y13.-,Y51.3
1579,0,奥古蛋白(消炎药),Orgotein,T39.3,X40.-,X60.-,Y10.-,Y45.3
1579,0,奥卡西平(抗惊厥药),Oxcarbazepine,T42.1,X41.-,X61.-,Y11.-,Y46.4
1579,0,奥克太尔(抗蠕虫药),Oxantel,T37.4,X44.-,X64.-,Y14.-,Y41.4
1579,0,奥拉米特(保肝药),Orazamide,T50.9,X44.-,X64.-,Y14.-,Y57.1
1579,0,奥美拉唑(抗溃疡药),Omeprazole,T47.1,X44.-,X64.-,Y14.-,Y53.1
1579,0,奥美昔芬,Ormeloxifene,T38.6,X44.-,X64.-,Y14.-,Y42.6
1580,0,奥诺前列素(前列腺素类),Ornoprostil,T47.1,X44.-,X64.-,Y14.-,Y53.1
1580,0,奥匹哌醇(抗抑郁药),Opipramol,T43.0,X41.-,X61.-,Y11.-,Y49.0
1580,0,奥曲肽(胃肠道止血药),Octreotide,T38.9,X44.-,X64.-,Y14.-,Y42.9
1580,0,奥沙碘铵(解痉药),Oxapium iodide,T44.3,X43.-,X63.-,Y13.-,Y51.3
1580,0,奥沙拉秦(消炎药),Olsalazine,T47.8,X44.-,X64.-,Y14.-,Y53.8
1580,0,奥沙美辛(抗炎镇痛药),Oxametacin,T39.3,X40.-,X60.-,Y10.-,Y45.3
1580,0,奥沙米特(抗组胺药，平喘药),Oxatomide,T45.0,X44.-,X64.-,Y14.-,Y43.0
1580,0,奥沙尼喹(抗血吸虫药),Oxamniquine,T37.4,X44.-,X64.-,Y14.-,Y41.4
1580,0,奥沙西罗(消炎药),Oxaceprol,T39.3,X40.-,X60.-,Y10.-,Y45.3
1580,0,奥沙西泮[去甲羟安定](安定药),Oxazepam,T42.4,X41.-,X61.-,Y11.-,Y47.1
1580,0,奥生多龙(同化激素类),Oxendolone,T38.5,X44.-,X64.-,Y14.-,Y42.5
1580,0,奥索地平(钙通道阻滞剂),Oxodipine,T46.1,X44.-,X64.-,Y14.-,Y52.1
1580,0,奥索拉明(镇咳药),Oxolamine,T48.3,X44.-,X64.-,Y14.-,Y55.3
1580,0,奥索利酸(抗生素),Oxolinic acid,T37.8,X44.-,X64.-,Y14.-,Y41.8
1580,0,奥索马嗪(抗组胺药),Oxomemazine,T43.3,X41.-,X61.-,Y11.-,Y49.3
1580,0,奥他氯铵,Octafonium (chloride),T49.3,X44.-,X64.-,Y14.-,Y56.3
1580,0,奥替溴铵(抗胆碱能药，解痉药),Otilonium bromide,T44.3,X43.-,X63.-,Y13.-,Y51.3
1580,0,奥托硫胺(维生素类),Octotiamine,T45.2,X44.-,X64.-,Y14.-,Y57.7
1580,0,奥西那林(平喘药),"Orciprenaline, Metaproterenol",T48.2,X44.-,X64.-,Y14.-,Y55.2
1580,0,奥昔布宁(解痉药),Oxybutynin,T44.3,X43.-,X63.-,Y13.-,Y51.3
1580,0,奥昔非君(冠脉扩张药),Oxyfedrine,T46.3,X44.-,X64.-,Y14.-,Y52.3
1580,0,奥昔卡因(局部麻醉药),"Oxethazine, Oxetacaine",T41.3,X44.-,X64.-,Y14.-,Y48.3
1580,0,奥昔康唑(抗真菌药),Oxiconazole,T49.0,X44.-,X64.-,Y14.-,Y56.0
1580,0,奥昔拉定(枸橼酸盐)(镇咳药),Oxeladin (citrate),T48.3,X44.-,X64.-,Y14.-,Y55.3
1580,0,奥昔氯生(消毒防腐剂),Oxychlorosene,T49.0,X44.-,X64.-,Y14.-,Y56.0
1580,0,奥昔哌汀(抗精神病药),Oxypertine,T43.5,X41.-,X61.-,Y11.-,Y49.5
1580,0,奥昔嘌醇(抗肿瘤药),Oxipurinol,T50.4,X44.-,X64.-,Y14.-,Y54.8
1580,0,奥昔托隆(镇痛药),Oxetorone,T39.8,X40.-,X60.-,Y10.-,Y45.8
1580,0,奥硝唑(抗寄生虫药),Ornidazole,T37.3,X44.-,X64.-,Y14.-,Y41.3
1580,0,澳洲莨菪碱 - 现译名 替格洛定,Tigloidine,T44.3,X43.-,X63.-,Y13.-,Y51.3
1581,0,八甲基焦磷酰胺[八甲磷胺],"OMPA, Octamethyl pyrophosphoramide, Schradan",T60.0,X48.-,X68.-,Y18.-,
1581,0,八甲磷胺 -现译名 八甲基,"OMPA, Octamethyl pyrophosphoramide, Schradan",T60.0,X48.-,X68.-,Y18.-,
1581,0,八角茴香油,Anise oil,T47.5,X44.-,X64.-,Y14.-,Y53.5
1581,0,巴氨西林[巴坎西林](抗生素),Bacampicillin,T36.0,X44.-,X64.-,Y14.-,Y40.0
1581,0,巴比沙隆(镇癫疯药),Barbexaclone,T42.6,X41.-,X61.-,Y11.-,Y46.6
1581,0,巴比妥[二烯丙巴比妥],"Barbital, Barbitone, Diemal",T42.3,X41.-,X61.-,Y11.-,Y47.0
1581,1,钠,sodium,T42.3,X41.-,X61.-,Y11.-,Y47.0
1581,0,巴比妥类NEC,Barbiturate NEC,T42.3,X41.-,X61.-,Y11.-,Y47.0
1581,1,伴有镇静剂,with tranquillizer,T42.3,X41.-,X61.-,Y11.-,Y47.0
1581,0,巴坎西林[巴氨西林],Bacampicillin,T36.0,X44.-,X64.-,Y14.-,Y40.0
1581,0,巴黎绿(染料),Paris green,T57.0,X49.-,X69.-,Y19.-,
1581,1,杀虫药,insecticide,T57.0,X48.-,X68.-,Y18.-,
1581,0,巴龙霉素(抗生素),Paromomycin,T36.5,X44.-,X64.-,Y14.-,Y40.5
1581,0,巴氯芬(解痉药),Baclofen,T42.8,X41.-,X61.-,Y11.-,Y46.8
1581,0,(硫酸)巴美生[丁酚胺],Bamethan (sulfate),T46.7,X44.-,X64.-,Y14.-,Y52.7
1581,0,巴米茶碱(中枢兴奋药),Bamifylline,T48.6,X44.-,X64.-,Y14.-,Y55.6
1581,0,巴米品(抗组胺药),Bamipine,T45.0,X44.-,X64.-,Y14.-,Y43.0
1581,0,巴酰丙酰胺-巴酰乙酰胺合剂,Prethcamide,T50.7,X44.-,X64.-,Y14.-,Y50.0
1581,0,白蛋白,Albumin,,,,,
1581,1,牛,bovine,T45.8,X44.-,X64.-,Y14.-,Y44.6
1581,1,人血清,human serum,T45.8,X44.-,X64.-,Y14.-,Y44.6
1581,2,盐缺乏,salt-poor,T45.8,X44.-,X64.-,Y14.-,Y44.6
1581,1,正常人血清,normal human serum,T45.8,X44.-,X64.-,Y14.-,Y44.6
1581,0,白喉,Diphtheria,,,,,
1581,1,抗毒素,antitoxin,T50.9,X44.-,X64.-,Y14.-,Y58.5
1581,1,疫苗(复合),vaccine (combination),T50.9,X44.-,X64.-,Y14.-,Y58.5
1581,0,白花母菊 -现译名 洋甘菊,Camomile,T49.0,X44.-,X64.-,Y14.-,Y56.0
1581,0,白降汞-现译名氯化氨汞,Ammoniated mercury,T49.0,X44.-,X64.-,Y14.-,Y56.0
1581,0,白千层交替叶油,Melaleuca alternifolia oil,T49.0,X44.-,X64.-,Y14.-,Y56.0
1581,0,白屈菜碱,Diphylline,T50.2,X44.-,X64.-,Y14.-,Y54.5
1581,0,白色的,White,,,,,
1581,1,酒精,spirit,T52.0,X46.-,X66.-,Y16.-,
1581,1,砷,arsenic,T57.0,X48.-,X68.-,Y18.-,
1581,0,白色涂料,Whitewash,T65.8,X49.-,X69.-,Y19.-,
1581,0,白陶土(药用辅料),Kaolin,T47.6,X44.-,X64.-,Y14.-,Y53.6
1581,1,淡色的,light,T47.6,X44.-,X64.-,Y14.-,Y53.6
1581,0,白西尼多(维生素类),Leucocianidol,T46.9,X44.-,X64.-,Y14.-,Y52.9
1581,0,白消安[二甲磺酸丁酯],"Busulfan, busulphan",T45.1,X44.-,X64.-,Y14.-,Y43.3
1582,0,白血宁-现译名氨蝶呤钠,Aminopterin sodium,T45.1,X44.-,X64.-,Y14.-,Y43.1
1582,0,百草枯[对草快],Paraquat,T60.3,X48.-,X68.-,Y18.-,
1582,0,百灵佳-现译名 重组组织型,Rt-PA,T45.6,X44.-,X64.-,Y14.-,Y44.5
1582,0,百日咳菌苗(生物制品),Pertussis vaccine,T50.9,X44.-,X64.-,Y14.-,Y58.6
1582,0,百治磷(杀虫药),Dicrotophos,T60.0,X48.-,X68.-,Y18.-,
1582,0,班布特罗(支气管扩张药),Bambuterol,T48.6,X44.-,X64.-,Y14.-,Y55.6
1582,0,斑点毒芹,Hemlock,T62.2,X49.-,X69.-,Y19.-,
1582,0,斑疹伤寒疫苗,Typhus vaccine,T50.9,X44.-,X64.-,Y14.-,Y59.1
1582,0,半胱胺-现译名巯乙胺,Cysteamine,T50.6,X44.-,X64.-,Y14.-,Y57.2
1582,0,半抗原葡聚糖,Haptendextran,T45.8,X44.-,X64.-,Y14.-,Y44.7
1582,0,半乳糖,Galactose,T50.3,X44.-,X64.-,Y14.-,Y54.6
1582,0,半乳糖苷酶(酶制剂),Tilactase,T47.5,X44.-,X64.-,Y14.-,Y53.5
1582,0,棒酸(抗生素)- 现译名克拉维酸,Clavulanic acid,T36.1,X44.-,X64.-,Y14.-,Y40.1
1582,0,胞嘧啶阿拉伯糖苷 - 现译名阿糖胞苷,"Cytosine arabinoside, Cytarabine",T45.1,X44.-,X64.-,Y14.-,Y43.1
1582,0,保护药，皮肤NEC,"Protectant, skin NEC",T49.3,X44.-,X64.-,Y14.-,Y56.3
1582,0,保棉磷(乙基)- 现译名 谷硫磷,Azinphos methyl (ethyl),T60.0,X48.-,X68.-,Y18.-,
1582,0,保泰松[苯丁唑酮] (抗炎镇痛药),"(Di)phenylbutazone, Fenylbutazone",T39.2,X40.-,X60.-,Y10.-,Y45.3
1582,0,北美黄连碱,Hydrastine,T48.2,X44.-,X64.-,Y14.-,Y55.2
1582,0,北美金镂梅,Hamamelis,T49.2,X44.-,X64.-,Y14.-,Y56.2
1582,0,贝凡洛尔(β-受体阻滞药),Bevantolol,T44.7,X43.-,X63.-,Y13.-,Y51.7
1582,0,贝克拉胺(镇癫疯药),Beclamide,T42.6,X41.-,X61.-,Y11.-,Y46.6
1582,0,贝美格(中枢兴奋药),Bemegride,T50.7,X44.-,X64.-,Y14.-,Y50.0
1582,0,贝那利秦(抗震颤麻痹药),Benaprizine,T44.3,X43.-,X63.-,Y13.-,Y51.3
1582,0,贝那普利[苯那普利](降压药),Benazepril,T46.4,X44.-,X64.-,Y14.-,Y52.4
1582,0,贝那替索[苯乃静][胃复康] (抗胆碱药),Benactyline,T44.3,X43.-,X63.-,Y13.-,Y51.3
1582,0,贝奈克酯(抗肿瘤药),Benexate,T47.1,X44.-,X64.-,Y14.-,Y53.1
1582,0,贝诺酯[扑炎痛](抗炎镇痛药),Benorilate,T39.0,X40.-,X60.-,Y10.-,Y45.1
1582,0,贝齐米特(镇痛药),Bezitramide,T40.4,X42.-,X62.-,Y12.-,Y45.0
1582,0,贝托卡因(局部麻醉药),Betoxycaine,T41.3,X44.-,X64.-,Y14.-,Y48.3
1582,0,钡(碳酸盐)(氯化物)(亚硫酸盐),Barium (carbonate),T57.8,X49.-,X69.-,Y19.-,
1582,1,硫酸(钡)(药用),sulfate (medicinal),T50.8,X44.-,X64.-,Y14.-,Y57.5
1582,1,杀虫药,pesticide,T60.4,X48.-,X68.-,Y18.-,
1582,0,倍硫磷(杀虫药),Fenthion,T60.0,X48.-,X68.-,Y18.-,
1582,0,倍他洛尔(β-受体阻滞药),Betaxolol,T44.7,X43.-,X63.-,Y13.-,Y51.7
1582,0,倍氯米松(肾上腺皮质激素类),Beclometasone,T44.5,X43.-,X63.-,Y13.-,Y51.5
1582,0,倍他胡萝卜素[β胡萝卜素],Betacarotene,T45.2,X44.-,X64.-,Y14.-,Y57.7
1582,0,倍他米松(肾上腺皮质激素类),Betamethasone,T49.0,X44.-,X64.-,Y14.-,Y56.0
1582,0,倍他米星(抗生素),Betamicin,T36.8,X44.-,X64.-,Y14.-,Y40.8
1582,0,倍他尼定[二甲苄胍][苄二甲胍],"Betanidine, Bethanidine",T46.5,X44.-,X64.-,Y14.-,Y52.5
1582,0,倍他司汀[倍他啶](血管扩张药),Betahistine,T46.7,X44.-,X64.-,Y14.-,Y52.7
1582,0,倍他啶-现译名倍他司汀,Betahistine,T46.7,X44.-,X64.-,Y14.-,Y52.7
1583,0,苯,"Benzol, benzene",T52.1,X46.-,X66.-,Y16.-,
1583,1,同种组织(乙酰)(二甲基),homologues (acetyl),T52.2,X46.-,X66.-,Y16.-,
1583,1,蒸气,vapor,T52.0,X46.-,X66.-,Y16.-,
1583,0,苯胺[阿尼林](染剂)(液体),"Aniline, Benzenamine (dye)",T65.3,X49.-,X69.-,Y19.-,
1583,0,苯巴氨酯(安定药),Difebarbamate,T42.3,X41.-,X61.-,Y11.-,Y47.0
1583,0,苯巴比妥(镇静催眠药),"Phenobarbital, Fenobarbital",T42.3,X41.-,X61.-,Y11.-,Y47.0
1583,1,伴有,with,,,,,
1583,2,苯妥英,phenytoin,T42.3,X41.-,X61.-,Y11.-,Y47.0
1583,2,美芬妥英,mephenytoin,T42.3,X41.-,X61.-,Y11.-,Y47.0
1583,1,钠,sodium,T42.3,X41.-,X61.-,Y11.-,Y47.0
1583,0,苯丙氨酸|苯丙氨酸氮芥],Phenylalanine mustard,T45.1,X44.-,X64.-,Y14.-,Y43.3
1583,0,苯丙氨酸氮芥-现译名,Phenylalanine mustard,T45.1,X44.-,X64.-,Y14.-,Y43.3
1583,0,苯丙氨酯[强筋松](安定药),Phenprobamate,T42.8,X41.-,X61.-,Y11.-,Y46.8
1583,0,苯丙胺[安非他明](精神,Amphetamine,T43.6,X41.-,X61.-,Y11.-,Y49.7
1583,0,苯丙醇(利胆药),Phenylpropanol,T47.5,X44.-,X64.-,Y14.-,Y53.5
1583,0,苯丙醇胺(升压药),Phenylpropanolamine,T44.9,X43.-,X63.-,Y13.-,Y51.9
1583,0,苯丙砜(抗麻风药),"Solasulfone, Solapsone",T37.1,X44.-,X64.-,Y14.-,Y41.1
1583,0,苯丙哌林(镇咳药),Benproperine,T48.3,X44.-,X64.-,Y14.-,Y55.3
1583,0,苯丙哌酮-现译名依普拉酮,Eprazinone,T48.4,X44.-,X64.-,Y14.-,Y55.4
1583,0,苯丙香豆素(抗凝血药),Phenprocoumon,T45.5,X44.-,X64.-,Y14.-,Y44.2
1583,0,苯丙西林-现译名丙匹西林,Propicillin,T36.0,X44.-,X64.-,Y14.-,Y40.0
1583,0,苯并吡喃酮,Benzopyrone,T46.9,X44.-,X64.-,Y14.-,Y52.9
1583,0,苯并二氮杂NEC,Benzodiazepine NEC,T42.4,X41.-,X61.-,Y11.-,Y47.1
1583,0,苯并咪唑[间二氮杂茚],Benzimidazole,T60.3,X48.-,X68.-,Y18.-,
1583,0,苯并噻二嗪,Benzothiadiazide,T50.2,X44.-,X64.-,Y14.-,Y54.3
1583,0,米那普林(安定药),Minaprine,T43.2,X41.-,X61.-,Y11.-,Y49.2
1583,0,苯碘达隆(抗心绞痛药),Benziodarone,T46.3,X44.-,X64.-,Y14.-,Y52.3
1583,0,苯丁酸氮芥[瘤可宁](抗肿瘤药),Chlorambucil,T45.1,X44.-,X64.-,Y14.-,Y43.3
1583,0,苯丁酰脲(镇癫痈药),Pheneturide,T42.6,X41.-,X61.-,Y11.-,Y46.6
1583,0,苯丁酯脯酸- 现译名 依那普利,Enalapril,T46.4,X44.-,X64.-,Y14.-,Y52.4
1583,0,苯丁唑酮-现译名保泰松,Phenylbutazone,T39.2,X40.-,X60.-,Y10.-,Y45.3
1583,0,苯二胺,Phenylenediamine,T65.3,X49.-,X69.-,Y19.-,
1583,0,苯酚[酚](消毒防腐剂),Phenol,T49.0,X44.-,X64.-,Y14.-,Y56.0
1583,1,非药用NEC,nonmedicinal NEC,T54.0,X49.-,X69.-,Y19.-,
1583,1,红,red,T50.8,X44.-,X64.-,Y14.-,Y57.6
1583,1,喷油中的,in oil injection,T46.8,X44.-,X64.-,Y14.-,Y52.8
1583,1,杀虫药,pesticide,T60.8,X48.-,X68.-,Y18.-,
1583,1,消毒剂,disinfectant,T54.0,X49.-,X69.-,Y19.-,
1583,1,药用,medicinal,T49.1,X44.-,X64.-,Y14.-,Y56.1
1583,0,苯呋洛尔(β受体阻滞药),Befunolol,T49.5,X44.-,X64.-,Y14.-,Y56.5
1583,0,苯氟雷司(降血脂药),Benfluorex,T46.6,X44.-,X64.-,Y14.-,Y52.6
1583,0,苯福林-现译名去氧肾上腺素,Phenylephrine,T44.4,X43.-,X63.-,Y13.-,Y51.4
1584,0,苯甘孢霉素-现译名 头孢氨苄,Cefalexin,T36.1,X44.-,X64.-,Y14.-,Y40.1
1584,0,苯汞基,Phenylmercuric,,,,,
1584,1,醋酸(苯汞),acetate,T49.0,X44.-,X64.-,Y14.-,Y56.0
1584,1,硼酸(苯汞),borate,T49.0,X44.-,X64.-,Y14.-,Y56.0
1584,1,硝酸(苯汞),nitrate,T49.0,X44.-,X64.-,Y14.-,Y56.0
1584,0,苯海拉明(抗组胺药),Diphenhydramine,T45.0,X44.-,X64.-,Y14.-,Y43.0
1584,0,苯海拉明(氯化物),Benzhydramine (chloride),T45.0,X44.-,X64.-,Y14.-,Y43.0
1584,0,苯海索[三己芬迪](抗震颤麻痹药),"Benzhexol, Trihexyphenidyl",T44.3,X43.-,X63.-,Y13.-,Y51.3
1584,0,苯琥胺(镇癫疯药),Phensuximide,T42.2,X41.-,X61.-,Y11.-,Y46.0
1584,0,苯环利定(镇痛药),Phencyclidine,T41.1,X40.-,X60.-,Y10.-,Y48.1
1584,0,苯磺阿曲库铵[阿曲可宁],Atracurium besilate,T48.1,X44.-,X64.-,Y14.-,Y55.1
1584,0,苯磺烟肼(抗结核药),Sulfonazide,T37.1,X44.-,X64.-,Y14.-,Y41.1
1584,0,苯基,Phenyl,,,,,
1584,1,(苯)肼[联氨],hydrazine,T65.3,X49.-,X69.-,Y19.-,
1584,1,水杨酸(苯酯),salicylate,T49.3,X44.-,X64.-,Y14.-,Y56.3
1584,0,苯甲巴比妥,Phenylmethylbarbitone,T42.3,X41.-,X61.-,Y11.-,Y47.0
1584,0,苯甲醇（局部抗菌药，防腐剂，局麻药）（非药用的）,Hydroxytoluene (nonmedicinal),T54.0,X49.-,X69.-,Y19.-,
1584,1,药用的,medicinal,T49.0,X44.-,X64.-,Y14.-,Y56.0
1584,0,苯甲基-现译名苄基,Benzyl,,,,,
1584,0,苯甲曲秦[苯双甲吗啉],Phendimetrazine,T50.5,X44.-,X64.-,Y14.-,Y57.0
1584,0,苯甲酸|安息香酸](消毒防腐剂),Benzoic acid,T49.0,X44.-,X64.-,Y14.-,Y56.0
1584,1,伴有水杨酸,with salicylic acid,T49.0,X44.-,X64.-,Y14.-,Y56.0
1584,0,苯甲酰胺水杨酸钙[苯沙酸钙],Benzoylpas calcium,T37.1,X44.-,X64.-,Y14.-,Y41.1
1584,0,苯菌灵(农药),Benomyl,T60.0,X48.-,X68.-,Y18.-,
1584,0,苯咯溴胺(抗胆碱酯酶药),Benzilonium bromide,T44.3,X43.-,X63.-,Y13.-,Y51.3
1584,0,苯喹胺(镇吐药),Benzquinamide,T45.0,X44.-,X64.-,Y14.-,Y43.0
1584,0,苯赖加压素(升压药),Felypressin,T38.8,X44.-,X64.-,Y14.-,Y42.8
1584,0,苯酪肽-现译名 苯替酪胺,Bentiromide,T50.8,X44.-,X64.-,Y14.-,Y57.6
1584,0,苯磷硫胺(维生素类),Benfotiamine,T45.2,X44.-,X64.-,Y14.-,Y57.7
1584,0,苯硫磷(杀虫药),EPN,T60.0,X48.-,X68.-,Y18.-,
1584,0,苯明青霉素(抗生素),Benethamine penicillin,T36.0,X44.-,X64.-,Y14.-,Y40.0
1584,0,苯那普利-现译名贝那普利,Benazepril,T46.4,X44.-,X64.-,Y14.-,Y52.4
1584,0,苯乃静-现译名贝那替泰,Benactyline,T44.3,X43.-,X63.-,Y13.-,Y51.3
1584,0,苯哌啶醋酸甲酯 - 现译名,Methylphenidate,T43.6,X41.-,X61.-,Y11.-,Y49.7
1584,0,苯哌利定(镇痛药),Phenoperidine,T40.4,X42.-,X62.-,Y12.-,Y45.0
1584,0,苯哌利多(抗精神病药),Benperidol,T43.4,X41.-,X61.-,Y11.-,Y49.4
1584,0,苯沙酸钙,Calcium benzamidosalicylate,T37.1,X44.-,X64.-,Y14.-,Y41.1
1584,0,苯双甲吗啉-现译名苯甲曲秦,Phendimetrazine,T50.5,X44.-,X64.-,Y14.-,Y57.0
1584,0,苯他西泮(精神兴奋药),Bentazepam,T42.4,X41.-,X61.-,Y11.-,Y47.1
1584,0,苯替酪胺[苯酪肽](诊断用药),Bentiromide,T50.8,X44.-,X64.-,Y14.-,Y57.6
1584,0,苯酮类-现译名二苯甲酮类,Benzophenones,T49.3,X44.-,X64.-,Y14.-,Y56.3
1585,0,苯托沙敏(抗组胺药),Phenyltoloxamine,T45.0,X44.-,X64.-,Y14.-,Y43.0
1585,0,苯妥英[二苯乙内酰胺](镇痛痢药),"Phenytoin, Diphenylhydantoin",T42.0,X41.-,X61.-,Y11.-,
1585,1,伴有苯巴比妥,with phenobarbital,T42.3,X41.-,X61.-,Y11.-,Y47.0
1585,0,苯溴马隆(抗痛风药),Benzbromarone,T50.4,X44.-,X64.-,Y14.-,Y54.8
1585,0,苯氧苄胺- 现译名 酚苄明,Phenoxybenzamine,T46.7,X44.-,X64.-,Y14.-,Y52.7
1585,0,苯氧丙基青霉素钾-现译名,Propicillin,T36.0,X44.-,X64.-,Y14.-,Y40.0
1585,0,苯氧甲基青霉素-现译名,Phenoxymethylpenicillin,T36.0,X44.-,X64.-,Y14.-,Y40.0
1585,0,苯氧司林(抗寄生虫药),Phenothrin,T49.0,X44.-,X64.-,Y14.-,Y56.0
1585,0,苯氧乙醇(消毒防腐剂),Phenoxyethanol,T49.0,X44.-,X64.-,Y14.-,Y56.0
1585,0,苯氧乙基青霉素-现译名,Pheneticillin,T36.0,X44.-,X64.-,Y14.-,Y40.0
1585,0,苯乙醇酸-现译名苦杏仁酸,Mandelic acid,T37.8,X44.-,X64.-,Y14.-,Y41.8
1585,0,苯乙肼(抗抑郁药),Phenelzine,T43.1,X41.-,X61.-,Y11.-,Y49.1
1585,0,苯乙双胍[降糖灵],Phenformin,T38.3,X44.-,X64.-,Y14.-,Y42.3
1585,0,苯乙酮(安眠药),Acetophenone,T52.4,X46.-,X66.-,Y16.-,
1585,0,苯乙烯,Styrene,T65.8,X49.-,X69.-,Y19.-,
1585,0,苯乙酰脲(镇癫痈药),Phenacemide,T42.6,X41.-,X61.-,Y11.-,Y46.6
1585,0,苯异丙肼(降压药，抗抑郁药),Pheniprazine,T43.1,X41.-,X61.-,Y11.-,Y49.1
1585,0,苯苗胺[苯茚达明](抗组胺药),Phenindamine,T45.0,X44.-,X64.-,Y14.-,Y43.0
1585,0,苯茚达明- 现译名苯茚胺,Phenindamine,T45.0,X44.-,X64.-,Y14.-,Y43.0
1585,0,苯茚二酮(抗凝药),Phenindione,T45.5,X44.-,X64.-,Y14.-,Y44.2
1585,0,苯扎贝特(降血脂药),Bezafibrate,T46.6,X44.-,X64.-,Y14.-,Y52.6
1585,0,苯扎氯铵[氯化苯甲烃胺],Benzalkonium (chloride),T49.0,X44.-,X64.-,Y14.-,Y56.0
1585,0,苯扎明[优卡因](局麻药),Benzamine,T41.3,X44.-,X64.-,Y14.-,Y48.3
1585,1,乳酸盐,lactate,T49.1,X44.-,X64.-,Y14.-,Y56.1
1585,0,苯扎托品(抗胆碱酯酶药),Benz(a)tropine,T42.8,X41.-,X61.-,Y11.-,Y46.7
1585,1,抗胆碱能,anticholinergic,T44.3,X43.-,X63.-,Y13.-,Y51.3
1585,1,抗帕金森,antiparkinson,T42.8,X41.-,X61.-,Y11.-,Y46.7
1585,0,苯佐卡因[氨基苯甲酸乙酯],Benzocaine,T41.3,X44.-,X64.-,Y14.-,Y48.3
1585,0,苯佐氯铵(消毒防腐剂),Benzoxonium chloride,T49.0,X44.-,X64.-,Y14.-,Y56.0
1585,0,苯佐那酯(镇咳药),Benzonatate,T48.3,X44.-,X64.-,Y14.-,Y55.3
1585,0,苯佐他明(安定药),Benzoctamine,T43.0,X41.-,X61.-,Y11.-,Y49.0
1585,0,苯唑西林(抗生素),Oxacillin,T36.0,X44.-,X64.-,Y14.-,Y40.0
1585,0,鼻眼净-现译名萘甲唑啉,Naphazoline,T48.5,X44.-,X64.-,Y14.-,Y55.5
1585,0,鼻药NEC,Nasal drug NEC,T49.6,X44.-,X64.-,Y14.-,Y56.6
1585,0,比苯溴铵(镇咳药),Bibenzonium bromide,T48.3,X44.-,X64.-,Y14.-,Y55.3
1585,0,比枯枯灵碱,Bicucculine,T50.7,X44.-,X64.-,Y14.-,Y50.0
1585,0,比拉米可(抗原虫药),Bialamicol,T37.3,X44.-,X64.-,Y14.-,Y41.3
1585,0,比尼贝特(降血脂药),Binifibrate,T46.6,X44.-,X64.-,Y14.-,Y52.6
1585,0,比哌立登[安克痉/二环已丙醇],Biperiden,T44.3,X43.-,X63.-,Y13.-,Y51.3
1585,0,比沙可啶[双醋苯啶](泻药),Bisacodyl,T47.2,X44.-,X64.-,Y14.-,Y53.2
1586,0,比索洛尔(β受体阻滞药),Bisoprolol,T44.7,X43.-,X63.-,Y13.-,Y51.7
1586,0,比托特罗(支气管扩张药),Bitolterol,T48.6,X44.-,X64.-,Y14.-,Y55.6
1586,0,吡贝地尔(毛细血管保护药),Piribedil,T42.8,X41.-,X61.-,Y11.-,Y46.7
1586,0,吡布特罗(支气管扩张药),Pirbuterol,T48.6,X44.-,X64.-,Y14.-,Y55.6
1586,0,吡啶,Pyridine,T52.8,X46.-,X66.-,Y16.-,
1586,1,解磷定,aldoxime methiodide,T50.6,X44.-,X64.-,Y14.-,Y57.2
1586,1,蒸气,vapor,T59.8,X47.-,X67.-,Y17.-,
1586,0,吡啶硫酸(钠),Picosulfate (sodium),T47.2,X44.-,X64.-,Y14.-,Y53.2
1586,0,吡多昔酯(冠脉扩张药),Piridoxilate,T46.3,X44.-,X64.-,Y14.-,Y52.3
1586,0,吡多辛-现译名 维生素B6,Pyridoxine,T45.2,X44.-,X64.-,Y14.-,Y57.7
1586,0,吡二丙胺- 现译名丙吡胺,Disopyramide,T46.2,X44.-,X64.-,Y14.-,Y52.2
1586,0,吡芬溴铵(解痉药),Prifinium bromide,T44.3,X43.-,X63.-,Y13.-,Y51.3
1586,0,吡咯布他明 - 现译名 吡咯他敏,Pyrrobutamine,T45.0,X44.-,X64.-,Y14.-,Y43.0
